Entity A Type,Entity A,Entity B Type,Entity B,Connection,Source(s)
Person,PETER THIEL,Organization,PALANTIR TECHNOLOGIES,Co-founder and chairman,http://www.bloomberg.com/research/stocks/private/board.asp?privcapId=43580005
Person,PETER THIEL,Organization,THRIVE CAPITAL,Investor,http://www.crainsnewyork.com/article/20130616/FINANCE/306169983/josh-kushner-and-jared-weinstein-vc-insiders-at-thrive
Organization,PHILDELPHIA FREEDOM VALLEY YMCA,Person,JAMES SCHULTZ,"Member, board of directors",https://www.documentcloud.org/documents/3534346-Shultz-James.html
Person,PHILIP NICOZISIS,Organization,"MAR-A-LAGO CLUB, INC",Reported member,https://static01.nyt.com/images/2017/02/18/us/18MARALAGO-MEMBERLISTS/18MARALAGO-MEMBERLISTS-blog427.jpg
Person,PHILLIP NEUMAN,Organization,CARLISLE MANAGEMENT,President,http://cmclux.com/team/
Organization,PIMCO,Organization,TRUMP TOWER COMMERCIAL LLC,Owns collateralized debt,Morningstar analysis
Organization,PINE HILL DEVELOPMENT MANAGING MEMBER CORP.,Organization,PINE HILL DEVELOPMENT LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,PING AN INSURANCE,Organization,OSCAR INSURANCE CORPORATION,Investor,http://www.nytimes.com/2017/01/07/us/politics/jared-kushner-trump-business.html
Organization,PIONEER INVESTMENTS,Organization,TRUMP TOWER COMMERCIAL LLC,Owns collateralized debt,Morningstar analysis
Organization,PLAZA CONSULTING CORP.,Organization,"THE EAST 61 STREET COMPANY, L.P.",Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,POKER VENTURE MANAGING MEMBER CORP.,Organization,POKER VENTURE LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Organization,PRIME HEALTH SERVICES,Person,BORIS EPSHTEYN,Former board member,https://www.documentcloud.org/documents/3534046-Epshteyn-Boris.html
Organization,PRINCETON UNIVERSITY,Organization,THRIVE CAPITAL,Investor,http://www.forbes.com/sites/stevenbertoni/2016/07/18/new-york-vc-thrive-captial-raises-700-million-for-fifth-fund/#6f6296ff27d4
Organization,PRUDENTIAL FINANCIAL,Organization,40 WALL STREET LLC,Owns collateralized debt,Morningstar analysis
Organization,PRUDENTIAL FINANCIAL,Organization,TRUMP TOWER COMMERCIAL LLC,Owns collateralized debt,Morningstar analysis
Organization,PUTNAM INVESTMENTS,Organization,TRUMP TOWER COMMERCIAL LLC,Owns collateralized debt,Morningstar analysis
Organization,R.J. REYNOLDS TOBACCO COMPANY,Organization,"REYNOLDS AMERICAN, INC.",Subsidiary,http://www.reynoldsamerican.com/About-Us/Who-We-Are/Our-Operating-Companies/default.aspx
Organization,RAMAN,Organization,ISLAMIC REVOLUTION MOSTAZAFAN FOUNDATION,Raman is owned by Islamic Revolution Mostazafan Foundation,http://www.newyorker.com/magazine/2017/03/13/donald-trumps-worst-deal
Organization,"RAND PAUL FOR PRESIDENT, INC.",Person,RAND PAUL,Official campaign committee,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do
Organization,"RAND PAUL FOR PRESIDENT, INC.",Person,STEPHEN MUNISTERI,Former senior advisor,https://www.documentcloud.org/documents/3534157-Munisteri-Stephen-P.html
Person,RANDI LANE,Organization,"MAR-A-LAGO CLUB, INC",Reported member,https://static01.nyt.com/images/2017/02/18/us/18MARALAGO-MEMBERLISTS/18MARALAGO-MEMBERLISTS-blog427.jpg
Person,RAUL BERNL-MORA,Organization,"MAR-A-LAGO CLUB, INC",Reported member,https://static01.nyt.com/images/2017/02/18/us/18MARALAGO-MEMBERLISTS/18MARALAGO-MEMBERLISTS-blog427.jpg
Person,RAZ STEINMETZ,Person,DANIEL STEINMETZ,Parent/child,https://www.bloomberg.com/news/articles/2017-04-26/kushners-are-partners-with-one-of-israel-s-wealthiest-families
Organization,REALCADRE LLC,Person,"JAY WILSON HAAS, JR.",COO,https://brokercheck.finra.org/firm/summary/172295
Organization,REALCADRE LLC,Person,RYAN ADDISON WILLIAMS,CEO,https://brokercheck.finra.org/firm/summary/172295
Organization,REALCADRE LLC,Organization,"SOROS FUND MANAGEMENT, LLC","""Soros Fund Management has quietly been financing the Kushner-backed real estate finance startup Cadre with a substantial credit line,"" according to The Real Deal",https://therealdeal.com/2017/01/27/george-soros-is-the-secret-financier-behind-kushner-backed-startup-cadre/
Person,REBEKAH MERCER,Organization,AMERICAN MUSEUM OF NATURAL HISTORY,Board member and donor,http://www.newsweek.com/2016/12/02/robert-mercer-trump-donor-bannon-pac-523366.html
Person,REBEKAH MERCER,Organization,COUNCIL FOR NATIONAL POLICY,"Donated $50,000",http://www.thedailybeast.com/articles/2016/09/13/inside-the-mercers-diy-media-empire.html
Person,REBEKAH MERCER,Organization,GOVERNMENT ACCOUNTABILITY INSTITUTE,Director,https://www.documentcloud.org/documents/3439585-GovernmentAccountabilityInstitute-990-201412.html
Person,REBEKAH MERCER,Person,KELLYANNE CONWAY,"""They're close,"" per The Atlantic",https://www.theatlantic.com/politics/archive/2017/01/no-one-knows-what-the-powerful-mercers-really-want/514529/
Person,REBEKAH MERCER,Organization,MAKE AMERICA NUMBER 1 PAC,"""taking over day-to-day control of a super PAC,"" per CNN",http://www.cnn.com/2016/09/07/politics/rebekah-mercer-trump-super-pac/
Person,REBEKAH MERCER,Organization,MAKING AMERICA GREAT,"""Making America Great, a nonprofit run by Rebekah Mercer,"" per Bloomberg",https://www.bloomberg.com/politics/articles/2017-03-29/with-trump-struggling-wealthy-backers-rush-in-to-shore-him-up
Person,REBEKAH MERCER,Organization,MANHATTAN INSTITUTE FOR POLICY,Board member and donor,http://www.newsweek.com/2016/12/02/robert-mercer-trump-donor-bannon-pac-523366.html
Person,REBEKAH MERCER,Organization,MEDIA RESEARCH CENTER,Board member and donor,http://www.newsweek.com/2016/12/02/robert-mercer-trump-donor-bannon-pac-523366.html
Person,REBEKAH MERCER,Organization,MERCER FAMILY FOUNDATION,Director,https://www.documentcloud.org/documents/3456462-Mercer-Family-Foundation-20-1982204-990PF-201412.html
Person,REBEKAH MERCER,Organization,MOVING PICTURE INSTITUTE,Board member and donor,http://www.newsweek.com/2016/12/02/robert-mercer-trump-donor-bannon-pac-523366.html
Person,REBEKAH MERCER,Organization,RECLAIM NEW YORK,"Director, Chairman and treasurer",https://www.documentcloud.org/documents/3540247-Reclaim-New-York-Form-990-46-3982730-2014-12.html
Person,REBEKAH MERCER,Organization,RUBY ET VIOLETTE,Co-owner,https://www.theatlantic.com/politics/archive/2017/01/no-one-knows-what-the-powerful-mercers-really-want/514529/
Person,REBEKAH MERCER,Person,STEPHEN BANNON,"""Tied at the hip,"" per a source to The Hill",http://thehill.com/homenews/campaign/291772-billionaire-father-and-daughter-linked-to-trump-shakeup
Person,REBEKAH MERCER,Person,SYLVAIN MIROCHNIKOFF,Married,https://www.washingtonpost.com/politics/the-rise-of-gop-mega-donor-rebekah-mercer/2016/09/13/85ae3c32-79bf-11e6-beac-57a4a412e93a_story.html?utm_term=.9cf5b5040519
Person,REBEKAH MERCER,Organization,THE HERITAGE FOUNDATION,Board member,https://www.nytimes.com/2017/01/17/arts/design/natural-history-museum-trump-climate-change.html
Organization,RECLAIM NEW YORK,Person,KELLYANNE CONWAY,Consultant,https://www.documentcloud.org/documents/3534450-Conway-Kellyanne.html
Person,REED S. CORDISH,Organization,375 PARK FOOD LLC,"Listed as an asset on financial disclosure with value $100,001-$250,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,ARB KC LLC,"Listed as an asset on financial disclosure with value $500,001-$1,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,ARLINGTON BALLPARK DISTRICT HOLDING COMPANY INVESTORS LLC,"Listed as an asset on financial disclosure with value $1,000,001-$5,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,BEACH ENTERTAINMENT KC LLC,"Listed as an asset on financial disclosure with value $1,000,001-$5,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,BOUTIQUE KC LLC,"Listed as an asset on financial disclosure with value $50,001-$100,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,BPV MARKET PLACE INVESTORS LLC,"Listed as an asset on financial disclosure with value $1,000,001-$5,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,CELP III LLC,"Listed as an asset on financial disclosure with value $25,000,001-$50,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,CELP LENDING LLC,"Listed as an asset on financial disclosure with value $1,000,001-$5,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,COMMON AREA LLC,"Listed as an asset on financial disclosure with value $50,001-$100,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,CORDISH AC-2 ASSOCIATES LLC,"Listed as an asset on financial disclosure with value $15,001-$50,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,CORDISH ENTERPRISES II LLLP,"Listed as an asset on financial disclosure with value $5,000,001-$25,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,CORDISH ENTERPRISES LLLP,"Listed as an asset on financial disclosure with value $25,000,001-$50,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,CORDISH FAMILY GRANTOR TRUST OF 2009,"Listed as an asset on financial disclosure with value over $50,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,CTB INVESTORS LLLC,"Listed as an asset on financial disclosure with value $1,000,001-$5,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,"CTR MANAGEMENT, INC.",Principal,https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,DOWNTOWN SPORTS LLC,"Listed as an asset on financial disclosure with value $100,001-$250,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,ENTERTAINMENT CONSULTING INTERNATIONAL,President,http://cordish.com/about/team
Person,REED S. CORDISH,Organization,EP-M BOULEVARD ASSOCIATES,"Listed as an asset on financial disclosure with value $100,001-$250,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,IRISH PUB LLC,"Listed as an asset on financial disclosure with value $1,000,001-$5,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,KANSAS CITY LIVE PROMOTIONAL ASSOCIATION LLC,"Listed as an asset on financial disclosure with value $500,001-$1,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,KC CONCESSIONAIRE LLC,"Listed as an asset on financial disclosure with value $15,001-$50,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,KC HOTEL ENTERTAINMENT LLC,"Listed as an asset on financial disclosure with value $100,001-$250,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,KCL CATERING LLC,"Listed as an asset on financial disclosure with value $250,001-$500,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,LOUNGE KC LLC,"Listed as an asset on financial disclosure with value $1,000,001-$5,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,MEXAS BALTIMORE LLC,"Listed as an asset on financial disclosure with value $100,001-$250,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,MOSAIC LOUNGE LLC,"Listed as an asset on financial disclosure with value $500,001-$1,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,OUTFIELD BREWHOUSE LLC,"Listed as an asset on financial disclosure with value $1,000,001-$5,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,PL PHASE ONE INVESTORS LLC,"Listed as an asset on financial disclosure with value $1,000,001-$5,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,"PPE CASINO RESORTS MARYLAND DEVELOPER, LLC",Principal,https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,PPE CASINO RESORTS MARYLAND INVESTORS LLC,"Listed as an asset on financial disclosure with value $5,000,001-$25,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,PPE CASINO RESORTS MARYLAND LLC,"Listed as an asset on financial disclosure with value over $50,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,PPE CASINO RESORTS NY LLC,"Listed as an asset on financial disclosure with value $250,001-$500,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,ROCK BAR BALTIMORE LLC,"Listed as an asset on financial disclosure with value $250,001-$500,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,SL WESTERN LOUNGE LLC,"Listed as an asset on financial disclosure with value $1,000,001-$5,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,SOUTHERN LOUNGE KY LLC,"Listed as an asset on financial disclosure with value $1,000,001-$5,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,STADIUM CASINO BALTIMORE INVESTORS LLC,"Listed as an asset on financial disclosure with value $1,000,001-$5,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,TCC LOT 337 INVESTORS LLC,"Listed as an asset on financial disclosure with value $100,001-$250,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,THE CORDISH COMPANIES,Principal partner,http://cordish.com/about/team
Person,REED S. CORDISH,Organization,THE DAVID S CORDISH IRREVOCABLE TRUST,"Listed as an asset on financial disclosure with value $5,000,001-$25,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,THE REED S CORDISH 2016 CHILDREN'S TRUST #1,"Listed as an asset on financial disclosure with value $5,000,001-$25,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,THE REED S CORDISH 2016 CHILDREN'S TRUST #2,"Listed as an asset on financial disclosure with value $5,000,001-$25,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,THE REED S CORDISH IRREVOCABLE TRUST OF 2004,"Listed as an asset on financial disclosure with value $5,000,001-$25,000,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REED S. CORDISH,Organization,TREETOPS INVESTORS LLC,"Listed as an asset on financial disclosure with value $250,001-$500,000",https://www.documentcloud.org/documents/3534452-Cordish-Reed.html
Person,REGINALD J. BROWN,Organization,FOUNDATION FOR EXCELLENCE IN EDUCATION,Director,http://www.excelined.org/board-corner/board-of-directors/
Person,REINCE PRIEBUS,Person,KATIE WALSH,Former deputy chief of staff,http://www.cnn.com/2017/01/04/politics/bill-stepien-chris-christie-donald-trump-white-house/ | http://www.politico.com/story/2017/03/trump-deputy-chief-of-staff-katie-walsh-moving-to-outside-political-groups-236706
Person,REINCE PRIEBUS,Organization,KENOSHA SYMPHONY ORCHESTRA,Advisory board member,http://www.esquire.com/news-politics/news/a9254/reince-priebus-rnc-4925589/
Person,REINCE PRIEBUS,Person,MALLORY HUNTER,Executive assistant,https://www.documentcloud.org/documents/3534136-Hunter-Mallory.html
Person,REINCE PRIEBUS,Organization,MICHAEL BEST & FRIEDRICH LLP,Former partner,http://www.usnews.com/news/articles/2011/01/24/10-things-you-didnt-know-about-reince-priebus
Person,REINCE PRIEBUS,Organization,REPUBLICAN NATIONAL COMMITTEE,Former chairman,https://www.gop.com/author/reince-priebus
Person,REINCE PRIEBUS,Person,SEAN CAIRNCROSS,Senior advisor,http://www.politico.com/story/2017/01/trump-transition-white-house-hires-233863
Person,REINCE PRIEBUS,Organization,WISCONSIN REPUBLICAN PARTY,Former chairman,http://www.usnews.com/news/articles/2011/01/24/10-things-you-didnt-know-about-reince-priebus
Organization,RELATED GROUP OF FLORIDA,Organization,RUSSIAN-AMERICAN CHAMBER OF COMMERCE IN THE USA,"The chamber said it had ""signed formal agreements"" with the Related Group to ""jointly service the Russian clients’ commercial, residential and industrial real-estate needs,” in an April 2009 newsletter, according to the Financial Times",https://www.ft.com/content/ea52a678-9cfb-11e6-8324-be63473ce146
Organization,RELATIVITY MEDIA,Organization,"ONEWEST BANK, FSB","""And disgruntled Relativity investors privately are questioning how a bank Mnuchin once headed – OneWest Bank of Pasadena – was allowed by Relativity to drain $50 million from the studio just weeks prior to the July 30 insolvency filing.""",https://variety.com/2015/biz/news/relativity-steve-mnuchin-co-chairman-1201557256/
Organization,REPUBLICAN NATIONAL COMMITTEE,Person,ALEXANDER ANGELSON,Former special assistant to the chairman,https://www.documentcloud.org/documents/3534231-Angelson-Alexander.html
Organization,REPUBLICAN NATIONAL COMMITTEE,Person,ANNIE DONALDSON,Provided legal services for,https://www.documentcloud.org/documents/3534049-Donaldson-Ann.html
Organization,REPUBLICAN NATIONAL COMMITTEE,Person,ANTHONY W. PARKER,Treasurer,https://www.gop.com/leaders/treasurer-tony-parker-nt
Organization,REPUBLICAN NATIONAL COMMITTEE,Person,BETHANY SCULLY,Former contractor,https://www.documentcloud.org/documents/3534336-Scully-Bethany.html
Organization,REPUBLICAN NATIONAL COMMITTEE,Person,BOB PADUCHIK,Co-chair,https://www.gop.com/leaders/co-chair-bob-paduchik
